product_id,product_name,median_value_score,mean_value_score,markets_evaluated,median_weighted_rating,median_price_usd,max_review_count
392041,BRIMNES,-0.19736842105263153,-0.17129775433012545,21,4.499001093288338,119.56782713085235,788.0
394318,POÄNG,0.4310561233638157,0.40017733330486627,16,4.400440407786809,28.902195205372966,2243.0
394380,LÄMPLIG,-0.27649270257729786,-0.2548842439053069,10,4.595453544834904,14.93103448275862,555.0
395558,SANNIDAL,0.03474114441416892,0.034126322737604596,5,4.496453221103084,33.81424706943192,209.0
395619,NYPON,0.7034903001160671,0.7062790465767916,6,4.697523823041259,1.7954854484235334,1761.0
395624,NYPON,0.2148574798979248,0.22894282164836757,14,4.697523823041259,13.11733776415922,1761.0
396242,KNAPPER,-0.424901185770751,-0.4634977857470034,27,4.595916741677742,68.55715545107259,620.0
396336,STORSINT,-0.11648177496038037,-0.1771370982337291,17,4.69229874333986,17.229885057471265,554.0
396384,STORSINT,-0.19080384447356924,-0.2826943386259939,20,4.68015712247928,17.191092174897456,204.0
396416,MILSBO,-0.2068172730907637,-0.321287696544568,10,4.596838448046602,278.4797089430459,806.0
396987,FRIDANS,-0.1007462686567164,-0.10319646467842496,3,4.101863310370163,20.678160919540225,3414.0
397307,TRONES,0.46703673203498053,0.3621046540352631,34,4.69877703531105,32.2140854055414,3584.0
401955,NYTTIG FIL 500,-0.38401191859288936,-0.36863842732802427,14,3.9684983027200014,45.473865862379895,52.0
402808,DJUNGELSKOG,0.13703703703703696,0.12897680760478572,31,4.795678886622841,15.438324282389448,1418.0
402813,DJUNGELSKOG,0.054487179487179516,0.018144399130461345,19,4.89309308126868,29.99,1141.0
404204,HAVSTA,-0.5849514563106796,-0.5814674904977422,5,4.33005248591828,182.75862068965517,75.0
404893,NÄVLINGE,-0.12550607287449395,-0.15388665463813608,15,4.218527746735484,17.748372190716236,230.0
404906,LAUTERS,0.3081632653061225,0.30013046394397264,5,4.751522509300001,34.47126436781609,110.0
407556,RÅGKORN,-0.0960264900662251,-0.049739982914872895,15,4.694095015000537,27.534225503768653,728.0
409739,SMYCKA,0.08189297170351706,0.07073891915334166,14,4.66784584810511,10.791103095882175,119.0
411718,ANRÄTTA,-0.9172749391727494,-0.911821264194984,7,3.5505407372337356,629.5946229783658,65.0
412015,KOPPLA,-0.04832251082251082,-0.13156767289542246,18,4.593707442488888,11.696247676412526,396.0
414137,LEN,-0.19143639207507823,-0.1948141852893755,14,4.237055493470969,5.739316450891568,106.0
414830,ÅHEIM,-0.43826405867970664,-0.4248363225783381,5,4.118013749832112,68.9655172413793,337.0
415052,HAUGA,0.09099592718761584,0.05024083832625316,20,4.6889872029760005,142.73441335297005,382.0
415599,KALLAX,0.17425320056899007,0.1695449173105578,3,4.685016602688436,99.99,276.0
416315,FJÄDRANDE,-0.0588235294117647,-0.0641043528368191,3,3.619408897155556,5.145977735769796,126.0
417452,DRÖMBILD,0.6504702194357366,0.5609038367714391,13,4.7721743551139015,2.146446518305815,205.0
418376,LIDKULLEN,-0.1966705980637869,-0.1797509333821652,16,4.49829423981017,114.9310344827586,454.0
421029,SANSEVIERIA TRIFASCIATA,0.11562049062049057,0.09289389033506348,16,4.681946234386886,11.482758620689655,226.0
421133,UTSUND,-0.44345451874102126,-0.533113281884582,4,3.714936014880001,20.255979334663287,62.0
422321,IKEA 365+,-0.48614966887417216,-0.5032559280269238,24,4.401686239305763,8.27767564894453,572.0
423028,VISBÄCK,0.0036231884057971175,-0.018513380159052645,3,4.497897862115927,6.740306582506762,365.0
423194,BERGPALM,-0.11518987341772147,-0.0888493669978668,5,4.402537962220408,28.72413793103448,612.0
423354,BROGRUND,-0.7886904761904762,-0.7864283028449813,14,4.017586837534118,171.26436781609195,67.0
424787,NYMÅNE,-0.12103174603174602,-0.1096790832174958,21,4.213675241638096,17.229885057471265,318.0
426343,VANILJSTÅNG,-0.41690101237345334,-0.4173236783277107,4,4.592470754885548,41.36454603801007,328.0
428549,SKUBB,0.42001808636238036,0.4064487027932515,34,4.6993050766982805,6.231518158201014,6321.0
428827,DRÖNJÖNS,0.05719368388486301,0.029748282020812852,22,4.692365478666205,15.372833887624715,559.0
430019,HEMNES,0.24630072448830434,0.1743317676162756,4,4.570056105636782,19.715913596313243,92.0
430533,GRANHULT,0.23849372384937237,0.2379953377227637,3,4.489265082538668,7.178750897343862,57.0
431151,FIXA,0.2652439024390244,0.26325471943418793,3,4.402319070373893,0.6537421100090172,411.0
432155,SNABBAKAT,0.5878184505695156,0.5633667724545692,4,4.594606379276191,0.6056987897875055,465.0
433720,KORNSNÖ,0.5987654320987654,0.4731205584441716,25,4.595405434198236,6.692554900910552,549.0
433942,FEJKA,0.5360332294911734,0.520151519559107,10,4.696222025034649,3.6173368177277796,1148.0
434098,SMÅSTAD,0.012044270833333329,0.013047935916336172,6,4.169509578156522,7.676957352991302,74.0
434116,SMÅSTAD,-0.010335917312661508,-0.0025750447364500328,5,4.246412941317173,13.793103448275861,82.0
434277,MÖJLIGHET,-0.010638297872340434,0.017746789478086868,26,4.401818795594881,3.7452564446851193,529.0
436790,FÖRDUBBLA,0.12044374009508718,0.09046263899650869,25,4.5931263355947225,3.0455786599453893,361.0
437167,VRENA,-0.6149836102103405,-0.6070985178325919,6,4.101171372720989,185.63471887244782,63.0
437676,SIMRISHAMN,0.12955465587044535,0.12207700830995738,15,4.681012418924138,45.992924165512996,214.0
438553,MUREN,-0.9237451737451738,-0.8386756771723032,8,3.8342874453209306,458.6206896551724,326.0
439468,NORDKISA,-0.2556166508215104,-0.2586646830044713,18,4.5919842498166155,318.0319330866578,307.0
440339,UPPLYST,0.26326530612244897,0.16814620723505236,19,4.585686160386813,20.040091638029782,164.0
440363,SVENSÅS,-0.5457317073170732,-0.5527718812087402,23,4.21320368158161,14.357743097238895,330.0
440768,UPPSNOFSAD,0.45799457994579945,0.4434316375342049,21,4.496421694179556,0.8602890571231934,207.0
441758,KLEPPSTAD,-0.565040650406504,-0.5711267304906614,33,4.301857063913887,159.77011494252872,1487.0
441904,CHIAFRÖN,0.6536731634182908,0.6178383345469917,20,4.786271861040708,4.11258283602446,434.0
442197,TONSÄTTA,0.1489898989898989,0.14638025329136664,5,4.71260396042817,11.741554608068219,82.0
442499,KUNGSFORS,0.5790155440414507,0.44380041469472653,3,4.5939696323851855,5.044474956719002,414.0
442654,EKOLSUND,0.7527680652680653,0.7226364786933079,8,4.642790664810391,68.39080459770113,59.0
442734,NATTJASMIN,0.20714285714285713,0.1395020849210704,6,4.679299943911712,26.06500675871723,3129.0
444554,GRILLTIDER,0.4403973509933775,0.4307916456168898,19,4.680334291028572,2.2317403065825068,206.0
445228,IVRIG,0.09302325581395354,0.07675040566638462,31,4.697594145925942,8.461790751065923,1813.0
446096,KLUBBSPORRE,-0.19896138651714032,-0.17670535642342738,32,4.400218415189989,42.93782839769074,4537.0
446237,MÅLERÅS,0.5572916666666666,0.5687567937337482,13,4.6897316577864805,17.229885057471265,411.0
446534,KOMPLEMENT,-0.4341004184100419,-0.42317380297005835,11,4.0135452581659505,45.97701149425287,587.0
447307,SANELA,0.581151832460733,0.4903192485466065,7,4.688903982847355,7.988505747126436,379.0
447350,ALSTERN,0.3982035928143713,0.31093364074366825,5,4.598274755755231,8.034482758620689,1492.0
448731,BOAXEL,0.22330729166666669,0.2061162730520197,3,4.40347860556084,5.727376861397479,268.0
448769,HULTARP,0.7357695315894672,0.6848044134650135,20,4.692802093448366,6.593243668887549,594.0
448953,ENHET,-0.10984848484848486,-0.1618258540672334,3,4.491948811904001,63.218390804597696,82.0
448972,ENHET,0.2923832923832923,0.2452980007580584,11,4.694063182197305,57.47126436781609,724.0
449636,NYDALA,0.594723590233295,0.5999083109379598,10,4.669194973359441,9.813162378101492,125.0
449877,NÄVLINGE,0.28975307560964936,0.28694430790875075,6,4.499698344395054,14.0471619860173,2651.0
450088,LACK,0.3795795426604377,0.34645057811215535,20,4.598814238138552,17.229885057471265,2179.0
450502,VESTERÖY,-0.49999999999999994,-0.5048185941043083,3,4.301095172880251,146.91938485649916,2534.0
450559,STENSUND,-0.03853019686353021,-0.06054403201495116,4,4.4089628936072085,45.313425761346124,95.0
450615,VESTERÖY,-0.5185710111046172,-0.45519678977167327,6,4.301095172880251,241.2289356014194,2534.0
450658,VALEVÅG,-0.7493670886075949,-0.7339909135562608,3,4.102585879979943,263.2183908045977,2455.0
450757,VÅGSTRANDA,-0.6148255813953488,-0.5737418781893237,8,4.1058135283549095,654.9985978511756,1082.0
450818,SKOGSKORN,0.23529411764705876,0.2701210627076545,11,4.656384962281189,34.47126436781609,83.0
451059,NYSKÖLJD,0.5613057324840764,0.5311124656115791,33,4.697831059177942,2.7249219892203285,2013.0
451323,HÄNGIG,0.3625198384071563,0.36096028589009976,18,4.492613588902753,3.4482758620689653,91.0
452643,SKOGSTA,-0.13375796178343946,-0.12293714756721834,21,4.674388844130234,343.67816091954023,258.0
453464,OSTBIT,0.05044358974358974,0.02384197154573485,22,4.210940193310477,1.1379310344827585,402.0
453850,FJÄLLARNIKA,-0.29547447772960195,-0.3354881076387531,6,4.400297068136877,111.41152267968047,3331.0
454821,FÖRENLIG,0.8152173913043479,0.774285900627176,7,4.795890649794966,2.651079596269324,1492.0
454883,MUSKOTBLOMMA,0.5787401574803149,0.5454768172714426,5,4.688062008646071,4.586206896551724,351.0
455161,ÄLMAREN,-0.5657988883737171,-0.5937546107932646,22,4.020642018111839,87.6098787433743,379.0
455547,MÅLA,0.15137670565302142,0.1327705827161314,18,4.496631302051883,2.2169014200724475,221.0
457061,SÄFFEROT,0.6559139784946237,0.4567614030191255,5,4.746507596468966,11.858517847123311,151.0
457155,GLADELIG,0.21329289637274423,0.1947072539873308,10,4.7806694118081,10.07296471070989,303.0
457235,LISABO,-0.1956521739130435,-0.1753835225440798,25,4.4011344141281645,63.206896551724135,859.0
457457,FJÄLLARNIKA,-0.09838274932614555,-0.05315998137765174,15,4.400297068136877,38.77380454898215,3331.0
